[0, 0, 0, 0, 0, 1]
[0, 0, 0, 0, 0, 1]
[0, 209, 93.79743482936499, 100, 30279.743482936497, 1]
[0, 186, 100.67759195479861, 55.39999999999972, 15881.938594295763, 2]
[0, 198, 87.15929561581423, 80, 22812.74364926514, 2]
[0, 172, 91.57420069075395, 75, 19768.06505180655, 3]
[0, 220, 97.70229191809776, 68.59999999999984, 21794.37722558146, 3]
[0, 142, 97.70229191809776, 55, 13183.626055495377, 6]
[0, 130, 93.79743482936499, 75, 16784.807612202374, 5]
[0, 168, 0, 95, 15960, 6]
[0, 161, 0, 65.19999999999979, 10497.199999999966, 9]
[0, 361, 100.89860024768002, 0.7999999999990877, 369.5188801977226, 10]
[0, 300, 59.63871133660255, 96.39999999999938, 34669.17177284826, 1]
[0, 307, 75.36726306789224, 73.79999999999956, 28218.704014410276, 3]
[0, 251, 55.37412767251039, 50, 15318.706383625518, 10]
